Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
KY0013,COVINGTON U.S. CRTHSE,NA,F,4,35 W 5TH ST,COVINGTON,KY,41011,39.0856838,-84.511367,100618.94,265.6915747,08-04-1905,2104,Thomas Massie,Active,BUILDING
DC1411,CAFETERIA,NEBRASKA AVE COMPLEX,F,11,NEBRASKA AVENUE COMPLEX,WASHINGTON,DC,20016,38.9383872,-77.081276,5429.58,0,14-03-1905,1198,Eleanor Norton,Active,BUILDING
AZ6584,691 SCENIC DRIVE,NA,L,9,691 SCENIC VIEW RD,PAGE,AZ,86040,36.918856,-111.47568,28650,0,17-02-1905,402,Elijah Crane,Active,BUILDING
TX2617,1000 MEDICAL CENTER BLVD,NA,L,7,1000 MEDICAL CENTER BLVD,ALICE,TX,78332,27.75906,-98.043421,6779,0,23-01-1905,4815,Monica De La Cruz,Active,BUILDING
AR1310,235 TILK ROAD,NA,L,7,235 TILK RD,CONWAY,AR,72032,35.07965,-92.415451,5171,0,29-12-1904,502,J. Hill,Active,BUILDING
OH2108,6747 ENGLE ROAD,NA,L,5,6747 ENGLE RD,MIDDLEBURG HEIGHTS,OH,44130,41.38483,-81.820061,33387,0,04-12-1904,3907,Max Miller,Active,BUILDING
WY1316,LARAMIE REGIONAL AIRPORT,NA,L,8,555 GENERAL BREES RD,LARAMIE,WY,82070,41.31913,-105.671,1182,0,09-11-1904,5600,Harriet Hageman,Active,BUILDING
GA2059,"BANK OF AMERICA PLAZA, BRUNSWICK, GA",NA,L,4,777 GLOUCESTER ST,BRUNSWICK,GA,31520,31.15023,-81.493181,633,0,15-10-1904,1301,Earl Carter,Active,BUILDING
FL3103,"ICE BLDG, LEE VISTA CENTER",NA,L,4,6643 HAZELTINE NATIONAL DR,ORLANDO,FL,32822,28.46027,-81.291811,27840,0,20-09-1904,1209,Darren Soto,Active,BUILDING
CA0152,JOHN E. MOSS FEDERAL BUILDING,NA,F,9,650 CAPITOL MALL,SACRAMENTO,CA,95814,38.57766,-121.49993,327737.48,30116.35403,26-08-1904,607,Doris Matsui,Active,BUILDING
NJ5067,YORKTOWNE PLAZA,NA,L,3,2620 YORKTOWNE BOULEVARD,BRICK TOWN,NJ,8723,40.0197784,-74.146436,7475,0,01-08-1904,3404,Christopher Smith,Active,BUILDING
AR1318,490 E COLLEGE STREET,NA,L,7,490 E COLLEGE ST,BATESVILLE,AR,72501,35.771298,-91.649682,9698,0,07-07-1904,501,Eric Crawford,Active,BUILDING
FL2497,SOUTH TRUST TOWER,NA,L,4,1 E BROWARD BLVD,FORT LAUDERDALE,FL,33301,26.12281,-80.143241,10066,0,12-06-1904,1223,Jared Moskowitz,Active,BUILDING
MA5842,10 BEARFOOT ROAD,NA,L,1,10 BEARFOOT RD,NORTHBOROUGH,MA,1532,42.34363,-71.624991,20893,0,18-05-1904,2502,James McGovern,Active,BUILDING
TN2166,"FED-X, INTERNATIONAL SORT BLDG",NA,L,4,2903 SPRANKLE AVE,MEMPHIS,TN,38118,35.06452,-89.967522,125,0,23-04-1904,4709,Steve Cohen,Active,BUILDING
DC0720,THE WEBSTER SCHOOL BUILDING,NA,F,11,"940 H STREET, NW",WASHINGTON,DC,20002,38.899505,-77.02572,27000,0,29-03-1904,1198,Eleanor Norton,Excess,BUILDING
TX0164,HIPOLITO F. GARCIA FEDERAL BUILDING AND US COURTHOUSE,NA,F,7,615 E HOUSTON ST,SAN ANTONIO,TX,78205,29.42703,-98.486271,217786.18,24226.04124,04-03-1904,4828,Henry Cuellar,Active,BUILDING
FL3140,"11200 NW DOLPHIN COMMERCE CENTER, MIAMI, FL",NA,L,4,11200 NW 20TH ST,MIAMI,FL,33172,25.7914,-80.377431,12517,0,08-02-1904,1228,Carlos Gimenez,Active,BUILDING
TX3020,2030 N. HIGHWAY 360,NA,L,7,2030 N STATE HIGHWAY 360,GRAND PRAIRIE,TX,75050,32.7832059,-97.05945,4040,0,14-01-1904,4833,Marc Veasey,Active,BUILDING
MI2002,DOMINO'S FARMS PRAIRIE HOUSE,NA,L,5,24 FRANK LLOYD WRIGHT DR,ANN ARBOR,MI,48105,42.31805,-83.682991,0,0,20-12-1903,2606,Debbie Dingell,Active,BUILDING
AK3219,RHINE BUILDING,NA,L,10,2770 SHERWOOD LN,JUNEAU,AK,99801,58.3716941,-134.61722,9433,0,25-11-1903,200,Mary Peltola,Active,BUILDING
DC0368,INDIANA PLAZA,NA,L,11,625 INDIANA AVE NW,WASHINGTON,DC,20004,38.89456,-77.020711,150888,0,31-10-1903,1198,Eleanor Norton,Active,BUILDING
TX2508,EAST TEXAS REGIONAL AIRPORT,NA,L,7,269 TERMINAL CIR,LONGVIEW,TX,75603,32.3873871,-94.719431,489,0,06-10-1903,4801,Nathaniel Moran,Active,BUILDING
OK1449,WEST OAKS,NA,L,7,2227 WEST LINDSEY STREET,NORMAN,OK,73069,35.2038224,-97.475153,2044,0,11-09-1903,4004,Tom Cole,Active,BUILDING
CA7391,PAC. RIM PROF. PLAZA,NA,L,9,2297 NIELS BOHR CT,SAN DIEGO,CA,92154,32.5566,-116.93931,7434,0,17-08-1903,652,Juan Vargas,Active,BUILDING
MS2181,202 METROPLEX BLDG,NA,L,4,202 METROPLEX BLVD,PEARL,MS,39208,32.29019,-90.059601,17663,0,23-07-1903,2803,Michael Guest,Active,BUILDING
FL3312,SR 64 E BLDG,NA,L,4,5540 SR-64 E,BRADENTON,FL,34208,27.493969,-82.491648,11359,0,28-06-1903,1216,Vern Buchanan,Active,BUILDING
AK3484,POST OFFICE CT. JAIL,NA,L,10,113 FRONT ST,NOME,AK,99762,64.4980326,-165.40919,10865,0,17-07-1905,200,Mary Peltola,Active,BUILDING
CA6917,220 VINEYARD COURT,NA,L,9,220 VINEYARD CT,MORGAN HILL,CA,95037,37.11628,-121.64085,10132,0,22-06-1905,618,Zoe Lofgren,Active,BUILDING
KY2055,FT. MITCHELL STATION,NA,L,4,2220 GRANDVIEW DR,FORT MITCHELL,KY,41017,39.05165,-84.569141,8219,0,28-05-1905,2104,Thomas Massie,Active,BUILDING
TN2466,OSBORNE OFFICE CENTER,NA,L,4,5746 MARLIN RD,CHATTANOOGA,TN,37411,35.0091,-85.207951,62153,0,03-05-1905,4703,Charles Fleischmann,Active,BUILDING
ME0091,"LPOE, MILLTOWN",NA,F,1,534 NORTH ST,CALAIS,ME,4619,45.1690235,-67.295207,1557.04,0,08-04-1905,2302,Jared Golden,Active,BUILDING
MA5845,EMOND BUILDING,NA,L,1,106 PLEASANT ST,ATTLEBORO,MA,2703,41.94806,-71.279171,7477,0,14-03-1905,2504,Jake Auchincloss,Active,BUILDING
AL2036,"SSA IRS WALNUT ST EXECUTIVE CTR, FLORENCE,AL",NA,L,4,204 S WALNUT ST,FLORENCE,AL,35630,34.8008043,-87.671426,19153,0,17-02-1905,104,Robert Aderholt,Active,BUILDING
PA0440,1314 GRISWOLD PLAZA,NA,L,3,1314 GRISWOLD PLZ,ERIE,PA,16501,42.121188,-80.083071,5305,0,23-01-1905,4216,Mike Kelly,Active,BUILDING
NY7078,70 E SUNRISE HIGHWAY,NA,L,2,70 E SUNRISE HWY,VALLEY STREAM,NY,11581,40.65881,-73.697461,9493,0,29-12-1904,3604,Anthony D'Esposito,Active,BUILDING
DC0631,NYA 074,NAVY YARD ANNEX,F,11,M STREET SE,WASHINGTON,DC,20370,38.8754253,-76.998641,0,0,04-12-1904,1198,Eleanor Norton,Excess,BUILDING
WY1248,RIVERTON REGIONAL AIRPORT,NA,L,8,4800 AIRPORT RD,RIVERTON,WY,82501,43.06136,-108.458,558.9,0,09-11-1904,5600,Harriet Hageman,Active,BUILDING
TX2900,TOWER WEST,NA,L,7,6100 BANDERA RD,SAN ANTONIO,TX,78238,29.48419,-98.606371,12518,0,15-10-1904,4820,Joaquin Castro,Active,BUILDING
TN2246,MONROE SREET BLDG,NA,L,4,309 MONROE,MEMPHIS,TN,38103,35.14393,-90.04631,22677,0,20-09-1904,4709,Steve Cohen,Active,BUILDING
TX0330,USBS LOS INDIOS EXPORT DOCK,USBS LOS INDIOS,F,7,100 LOS INDIOS BLVD,LOS INDIOS,TX,78567,26.039767,-97.739553,5669.66,0,26-08-1904,4834,Vicente Gonzalez,Active,STRUCTURE
CA0505,BS MAIN BLDG,CALEXICO WEST LPOE,F,9,200 E 1ST ST,CALEXICO,CA,92231,32.6655572,-115.49626,91015.34,0,01-08-1904,625,Raul Ruiz,Active,BUILDING
OH2382,LANCASTER OH (252 VENTURE PL) SSA,NA,L,5,252 VENTURE PL,LANCASTER,OH,43130,39.73606,-82.626091,7331,0,07-07-1904,3912,Troy Balderson,Active,BUILDING
CA8207,100 FIRST PLAZA,NA,L,9,100 1ST ST,SAN FRANCISCO,CA,94105,37.78933,-122.3974,72727,0,12-06-1904,611,Nancy Pelosi,Active,BUILDING
HI7849,PRINCE KUHIO PLAZA,NA,L,9,111 E PUAINAKO ST,HILO,HI,96720,19.695297,-155.06383,6405,0,18-05-1904,1502,Jill Tokuda,Active,BUILDING
CA7399,1900 E. FIRST STREET,NA,L,9,1900 E 1ST ST,SANTA ANA,CA,92705,33.74439,-117.83986,39905,0,23-04-1904,646,J. Correa,Active,BUILDING
KY3130,USDA (APHIS) BUILDING,NA,L,4,1110 AVOCA STATION CT,LOUISVILLE,KY,40245,38.256255,-85.499073,10000,0,29-03-1904,2102,Brett Guthrie,Active,BUILDING
VA0687,IVOR MASSEY BUILDING,NA,L,3,5707 HUNTSMAN RD,RICHMOND,VA,23250,37.51788,-77.331881,13992,0,04-03-1904,5104,Jennifer McClellan,Active,BUILDING
IL2660,5259 S ASHLAND AVE,NA,L,5,5259 S ASHLAND AVE,CHICAGO,IL,60609,41.79804,-87.664301,8776,0,08-02-1904,1707,Danny Davis,Active,BUILDING
FL3152,PERRINE BLDG,NA,L,4,11100 SW 211TH ST,MIAMI,FL,33189,25.57055,-80.371361,19474,0,14-01-1904,1227,Maria Salazar,Active,BUILDING
MS2081,SCS BUILDING,NA,L,4,311 AIRPORT RD S,PEARL,MS,39208,32.27679,-90.073681,6270,0,20-12-1903,2803,Michael Guest,Active,BUILDING
MA5871,BARNSTABLE MUNICIPAL AIRPORT,NA,L,1,480 BARNSTABLE RD,HYANNIS,MA,2601,41.66913,-70.279051,1112,0,25-11-1903,2509,William Keating,Active,BUILDING
AR1295,965 HOLIDAY DRIVE,NA,L,7,965 HOLIDAY DR,FORREST CITY,AR,72335,35.041419,-90.776444,12774,0,31-10-1903,501,Eric Crawford,Active,BUILDING
CA8013,SACRAMENTO FBI,NA,L,9,2001 FREEDOM WAY,ROSEVILLE,CA,95678,38.792466,-121.30123,127434,0,06-10-1903,603,Kevin Kiley,Active,BUILDING
MA6036,USDA EVERETT,NA,L,1,210 BEACHAM ST,EVERETT,MA,2149,42.395193,-71.053808,2789,0,11-09-1903,2507,Ayanna Pressley,Active,BUILDING
VA0833,CEDAR HILL I,NA,L,11,2222 GALLOWS RD,DUNN LORING,VA,22027,38.89966,-77.225691,45360,0,17-08-1903,5111,Gerald Connolly,Active,BUILDING
ND0547,PEMBINE POE - SECONDARY INSPECTION BLDG,PEMBINA BORDER STATION,F,8,SECONDARY INSPECTION BLDG,PEMBINA,ND,58271,48.99858,-97.239,8272.58,0,23-07-1903,3800,Kelly Armstrong,Active,STRUCTURE
AR1247,1520 RIVERFRONT DRIVE,NA,L,7,1520 RIVERFRONT DR,LITTLE ROCK,AR,72202,34.76521,-92.306251,21656,0,28-06-1903,502,J. Hill,Active,BUILDING
TX2339,3004 N MCCOLL STREET,NA,L,7,3004 N MCCOLL RD,MCALLEN,TX,78501,26.2283,-98.207101,20201,0,17-07-1905,4815,Monica De La Cruz,Active,BUILDING
MI1991,RICK FINLEY BUILDING,NA,L,5,431 HOWARD ST,DETROIT,MI,48226,42.33047,-83.052561,78272,0,22-06-1905,2613,Shri Thanedar,Active,BUILDING
TX0081,GALVESTON USPO/COURTHOUSE,NA,F,7,601 25TH ST,GALVESTON,TX,77550,29.30246,-94.796001,94395.1,32147.15704,28-05-1905,4814,Randy Weber,Active,BUILDING
NJ4599,11 CENTRE STREET,NA,L,2,11 CENTER ST,NEWARK,NJ,7102,40.7395264,-74.167481,247067,0,03-05-1905,3410,Donald Payne,Active,BUILDING
OH2090,CROWN CENTRE,NA,L,5,5005 ROCKSIDE RD,INDEPENDENCE,OH,44131,41.39802,-81.654131,18902,0,08-04-1905,3907,Max Miller,Active,BUILDING
OK1441,4400 SW 44TH ST,NA,L,7,4400 SW 44TH ST,OKLAHOMA CITY,OK,73119,35.42388,-97.596751,35592,0,14-03-1905,4003,Frank Lucas,Active,BUILDING
DC0029,POST OFFICE OLD,NA,F,11,1100 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004,38.89406,-77.027581,414690.82,0,17-02-1905,1198,Eleanor Norton,Active,BUILDING
PA0802,1781 MCKEES ROCKS ROAD,NA,L,3,1781 MCKEES ROCKS RD,MCKEES ROCKS,PA,15136,40.46881,-80.092901,26575,0,23-01-1905,4217,Christopher Deluzio,Active,BUILDING
CO2130,NORTH CREEK II,NA,L,8,5755 MARK DABLING BLVD,COLORADO SPRINGS,CO,80919,38.91486,-104.821,18853,0,29-12-1904,805,Doug Lamborn,Active,BUILDING
DC0074,ST E; 1&2 ALLISON D,ST ELIZABETHS COMPLEX,F,11,2701 MARTIN LUTHER KING JR AVE SE,WASHINGTON,DC,20032,38.85361,-77.000351,0,0,04-12-1904,1198,Eleanor Norton,Active,BUILDING
MD0347,E1-RESEARCH FAC-POUL,FDA-CVM LABORATORY,F,11,8501N MUIRKIRK RD,LAUREL,MD,20708,39.055894,-76.859554,10410.86,0,09-11-1904,2404,Glenn Ivey,Active,BUILDING
OH2081,THE 500 BUILDING,NA,L,5,500 S FRONT ST,COLUMBUS,OH,43215,39.9517,-83.000181,30556,0,15-10-1904,3903,Joyce Beatty,Active,BUILDING
TX0034,USBS DONNA SOUTHBOUND COMMERCIAL SECONDARY INSP CANOPY,USBS DONNA,F,7,7801 S. INTERNATIONAL BLVD,DONNA,TX,78537,26.070783,-98.072926,14539.97,0,20-09-1904,4834,Vicente Gonzalez,Active,STRUCTURE
NY7462,THE SYRACUSE BUILDING,NA,L,2,224 HARRISON ST,SYRACUSE,NY,13202,43.04408,-76.149811,4196,0,26-08-1904,3622,Brandon Williams,Active,BUILDING
ME8020,UNION FORE STREET,NA,L,1,2 PORTLAND SQ,PORTLAND,ME,4101,43.65581,-70.255691,4278,0,01-08-1904,2301,Chellie Pingree,Active,BUILDING
CA8026,PERCY AND FRANKLIN AVENUE,NA,L,9,355 PERCY AVE,YUBA CITY,CA,95991,39.1301243,-121.6161765,10244,0,07-07-1904,601,Doug LaMalfa,Active,BUILDING
FL1122,NATIONAL MARINE SANCTUARY KEY LARGO,NA,L,4,95230 OVERSEAS HWY,KEY LARGO,FL,33037,25.04809,-80.488361,7993,0,12-06-1904,1228,Carlos Gimenez,Active,BUILDING
OH2348,CLYO ROAD,NA,L,5,7747 CLYO RD,CENTERVILLE,OH,45459,39.6332037,-84.139186,16568,0,18-05-1904,3910,Michael Turner,Active,BUILDING
MD1248,6010 EXECUTIVE BOULEVARD,WESTWOOD,L,11,6010 EXECUTIVE BLVD,ROCKVILLE,MD,20852,39.047481,-77.123088,19146,0,23-04-1904,2408,Jamie Raskin,Active,BUILDING
UT1545,GOTSAFETY BUILDING,NA,L,8,2460 W UT-56,CEDAR CITY,UT,84720,37.685691,-113.09548,4064,0,29-03-1904,4902,Chris Stewart,Active,BUILDING
TX2052,SENTRY III,NA,L,7,5214 68TH ST,LUBBOCK,TX,79424,33.53363,-101.92608,14328,0,04-03-1904,4819,Jodey Arrington,Active,BUILDING
MS2156,SECURITY SELF STORAGE,NA,L,4,476 HIGHWAY 6 WEST,OXFORD,MS,38655,34.3598585,-89.597752,600,0,08-02-1904,2801,Trent Kelly,Active,BUILDING
MN1569,"375 JACKSON, ST PAUL",NA,L,5,375 JACKSON ST,ST. PAUL,MN,55101,44.94832,-93.090201,40037,0,14-01-1904,2704,Betty McCollum,Active,BUILDING
TX0126,WARD R. BURKE UNITED STATES COURTHOUSE,NA,F,7,104 N 3RD ST,LUFKIN,TX,75901,31.33867,-94.726361,16613.29,0,20-12-1903,4817,Pete Sessions,Active,BUILDING
VA0323,CRYSTAL PARK 5,NA,L,11,2451 CRYSTAL DR,ARLINGTON,VA,22202,38.85209,-77.049131,87987,0,25-11-1903,5108,Donald Beyer,Active,BUILDING
FL2473,SOUTHTRUST BANK PLAZA,NA,L,4,1800 2ND ST,SARASOTA,FL,34236,27.33779,-82.533751,3488,0,31-10-1903,1217,W. Steube,Active,BUILDING
NY7036,17-19 WEST 34TH ST,NA,L,2,19 W 34TH ST,NEW YORK,NY,10001,40.749192,-73.985922,10728,0,06-10-1903,3612,Jerrold Nadler,Active,BUILDING
TN2240,KIMBROUGH,NA,L,4,57 GERMANTOWN CT,MEMPHIS,TN,38018,35.13071,-89.796001,3398,0,11-09-1903,4709,Steve Cohen,Active,BUILDING
CA6124,7677 OAKPORT STREET,NA,L,9,7677 OAKPORT ST,OAKLAND,CA,94621,37.74675,-122.20354,12665,0,17-08-1903,612,Barbara Lee,Active,BUILDING
CA8340,COLLEGE SQUARE - LAKEPORT,NA,L,9,991 PARALLEL DR,LAKEPORT,CA,95453,39.03517,-122.92655,5842,0,23-07-1903,604,Mike Thompson,Active,BUILDING
CA0092,US CUSTOM HOUSE - SF,APPRAISAL FED CTR,F,9,555 BATTERY ST,SAN FRANCISCO,CA,94111,37.79629,-122.40094,126654.97,27612.76765,28-06-1903,611,Nancy Pelosi,Active,BUILDING
TX0999,USBS WORLD TRADE LAREDO EXPORT LOT TRAILER,USBS WORLD TRADE LAREDO,F,7,715 BOB BULLOCK LOOP,LAREDO,TX,78043,27.603927,-99.531571,1934.42,0,17-07-1905,4828,Henry Cuellar,Active,BUILDING
MT5567,BILLINGS LOGAN INTERNATIONAL,NA,L,8,1901 TERMINAL CIR,BILLINGS,MT,59105,45.80391,-108.537,2651,0,22-06-1905,3002,Matthew Rosendale,Active,BUILDING
NY7705,"328 WEST 11TH STREET, NEW YORK, NY",NA,L,2,328 W 11TH ST,NEW YORK,NY,10014,40.735557,-74.0073645,0,0,28-05-1905,3610,Daniel Goldman,Active,BUILDING
TX2649,ADDISON.COM CENTER,NA,L,7,16650 WESTGROVE DR,ADDISON,TX,75001,32.97843,-96.837611,22194,0,03-05-1905,4832,Colin Allred,Active,BUILDING
TX0409,USBS DEL RIO PRIMARY INSPECTION,USBS DEL RIO,F,7,3140 SPUR 239 INTERNATIONAL BRIDGE,DEL RIO,TX,78840,29.333635,-100.91864,16645.63,0,08-04-1905,4823,Tony Gonzales,Active,BUILDING
DC0222,1530 29TH ST,NA,L,11,1530 29TH ST NW,WASHINGTON,DC,20007,38.910114,-77.058423,347,0,14-03-1905,1198,Eleanor Norton,Active,BUILDING
FL2468,"CUSTOM HOUSE, PANAMA CITY, FL",APPRAISERS STORE,L,4,1601 BALBOA AVE,PANAMA CITY,FL,32405,30.17829,-85.675831,13000,0,17-02-1905,1202,Neal Dunn,Active,BUILDING
MO1865,NARA,NA,L,6,200 NW SPACE CENTER DR,LEES SUMMIT,MO,64064,39.0105249,-94.383932,806794,0,23-01-1905,2905,Emanuel Cleaver,Active,BUILDING
MI1997,TRADE CENTER BLDG.,NA,L,5,50 LOUIS ST NW,GRAND RAPIDS,MI,49503,42.963777,-85.671014,9517,0,29-12-1904,2603,Hillary Scholten,Active,BUILDING
AZ7500,FLAGSTAFF PULLIAM AIRPORT,NA,L,9,6200 S PULLIAM DR,FLAGSTAFF,AZ,86001,35.1403768,-111.67635,1000,0,04-12-1904,402,Elijah Crane,Active,BUILDING
DC0114,TAX COURT,NA,F,11,400 2ND ST NW,WASHINGTON,DC,20217,38.895444,-77.014787,171077.27,8066.388217,09-11-1904,1198,Eleanor Norton,Active,BUILDING
IN1911,TRINITY PLAZA,NA,L,5,2325 GREEN VALLEY RD,NEW ALBANY,IN,47150,38.3089663,-85.836528,3874,0,15-10-1904,1809,Erin Houchin,Active,BUILDING
PA0985,926 WYOMING,NA,L,3,926 WYOMING AVE,SCRANTON,PA,18509,41.417064,-75.655499,903,0,20-09-1904,4208,Matt Cartwright,Active,BUILDING
AZ7854,COLONIAL CENTER,NA,L,9,3439 E UNIVERSITY DR,PHOENIX,AZ,85034,33.41689,-112.00593,78709,0,26-08-1904,403,Ruben Gallego,Active,BUILDING
TX0935,USBS YSLETA EL PASO MOBILE VACIS CONTROL BUILDING,USBS YSLETA EL PASO,F,7,797 S ZARAGOZA RD,EL PASO,TX,79907,31.670045,-106.33136,149.34,0,01-08-1904,4823,Tony Gonzales,Active,BUILDING
SD1396,246 S. CHICAGO STREET,NA,L,8,246 S CHICAGO ST,HOT SPRINGS,SD,57747,43.42928,-103.474,2820,0,07-07-1904,4600,Dusty Johnson,Active,BUILDING
MD0431,WILSON DAVIS BLDG,NA,L,3,2112 WINDSOR DR,SALISBURY,MD,21801,38.39759,-75.583031,2173,0,12-06-1904,2401,Andy Harris,Active,BUILDING
TN2224,PRYOR BROWN LOT,NA,L,4,314 W CHURCH AVE,KNOXVILLE,TN,37902,35.9633262,-83.917453,0,0,18-05-1904,4702,Tim Burchett,Active,STRUCTURE
TX0927,USBS BOTA EL PASO NII BUILDING,USBS BOTA EL PASO,F,7,3600 E PAISANO DR,EL PASO,TX,79905,31.76692,-106.44819,1019.06,0,23-04-1904,4816,Veronica Escobar,Active,BUILDING
PR0003,JOSE V. TOLEDO FB & U.S. CTHSE,NA,F,2,BUILDING 300 CALLE DEL RECINTO SUR,SAN JUAN,PR,901,18.4672475,-66.10896,102962.32,412.4859567,29-03-1904,7298,Jenniffer Gonzalez-Colon,Active,BUILDING
GA2099,"GOVERNMENT BUILDING, ATHENS, GA",NA,L,4,980 COLLEGE STATION RD,ATHENS,GA,30605,33.9269354,-83.355655,57760,0,04-03-1904,1310,Mike Collins,Active,BUILDING
UT1349,AMERICAN TOWERS,NA,L,8,46 W BROADWAY,SALT LAKE CITY,UT,84101,40.76337,-111.892,29961.25,0,08-02-1904,4902,Chris Stewart,Active,BUILDING
GA2335,HARTSFIELD-JACKSON AIRPORT,NA,L,4,6000 N TERMINAL PKY,ATLANTA,GA,30320,33.6416726,-84.446672,31951,0,14-01-1904,1305,Nikema Williams,Active,BUILDING
IL2558,5100 RIVER ROAD,NA,L,5,5100 RIVER RD,SCHILLER PARK,IL,60176,41.97231,-87.863191,29874,0,20-12-1903,1705,Mike Quigley,Active,BUILDING
IL2409,TWO ILLINOIS CENTER,NA,L,5,233 N MICHIGAN AVE,CHICAGO,IL,60601,41.8861,-87.624331,14000,0,25-11-1903,1707,Danny Davis,Active,BUILDING
PA0594,1601 MARKET ST.,NA,L,3,1601 MARKET ST,PHILADELPHIA,PA,19103,39.95292,-75.166831,35755,7048.999997,31-10-1903,4203,Dwight Evans,Active,BUILDING
AL2299,MAYFAIR PROFESSIONAL CENTER,NA,L,4,4700 WHITESBURG DR SE,HUNTSVILLE,AL,35802,34.6955481,-86.568317,15650,0,06-10-1903,105,Dale Strong,Active,BUILDING
WA0551,FERRY LAND PORT OF ENTRY STATION BUILDING,FERRY LPOE,F,10,US BORDER STATION,CURLEW,WA,99118,48.9995501,-118.76146,3493.2,0,11-09-1903,5305,Cathy Rodgers,Active,BUILDING
FL1265,US CBP TAMPA FO,NA,L,4,5519 W HILLSBOROUGH AVE,TAMPA,FL,33634,27.99748,-82.537301,26520,0,17-08-1903,1214,Kathy Castor,Active,BUILDING
LA1547,RIVERMARK CENTRE,NA,L,7,451 FLORIDA ST,BATON ROUGE,LA,70801,30.449502,-91.186466,45187,0,23-07-1903,2206,Garret Graves,Active,BUILDING
ME0662,"LPOE COMM. INSPECTION, HOULTON","LPOE, Houlton",F,1,27 CUSTOMS LOOP,HOULTON,ME,4730,46.1597,-67.896245,4448.62,0,28-06-1903,2302,Jared Golden,Active,BUILDING
ND0531,ST JOHN PORT OF ENTRY,ST JOHN BORDER STATION,F,8,10935 ND-30,ST. JOHN,ND,58369,48.99872,-99.6586,4445.46,0,17-07-1905,3800,Kelly Armstrong,Active,BUILDING
NC0072,"UNITED STATES COURTHOUSE, STATESVILLE, NC",NA,F,4,200 W BROAD ST,STATESVILLE,NC,28677,35.78442,-80.890391,33940.24,6990.56743,22-06-1905,3710,Patrick McHenry,Active,BUILDING
TX0250,HOMER THORNBERRY JUDICIAL BUILDING,AUSTIN FED COMPLEX,F,7,903 SAN JACINTO BLVD,AUSTIN,TX,78701,30.270299,-97.738774,176819.27,21253.93643,28-05-1905,4837,Lloyd Doggett,Active,BUILDING
SD1317,RIVER RIDGE PLAZA BUILDING,NA,L,8,1720 S SOUTHEASTERN AVE,SIOUX FALLS,SD,57103,43.52973,-96.694,10417,0,03-05-1905,4600,Dusty Johnson,Active,BUILDING
CA0511,B.S. EXPT BLDG.,CALEXICO EAST LPOE,F,9,1699 E. CARR RD.,CALEXICO,CA,92231,32.6795629,-115.38047,13409.83,0,08-04-1905,625,Raul Ruiz,Active,BUILDING
DC0087,ST E; 1& 2 ALLISON B,ST ELIZABETHS COMPLEX,F,11,2701 MARTIN LUTHER KING JR AVE SE,WASHINGTON,DC,20032,38.85361,-77.000351,0,0,14-03-1905,1198,Eleanor Norton,Active,BUILDING
ND1361,CIVIC SQUARE,NA,L,8,521 E MAIN AVE,BISMARCK,ND,58501,46.80506,-100.78344,3196,3195.999999,17-02-1905,3800,Kelly Armstrong,Active,BUILDING
CA8441,19777 GREENLEY ROAD,NA,L,9,19777 GREENLEY RD,SONORA,CA,95370,37.98242,-120.36675,53003,51133.34148,23-01-1905,605,Tom McClintock,Active,BUILDING
AZ0698,B S PUMP HOUSE,LUKEVILLE LPOE,F,9,190 HWY 85,LUKEVILLE,AZ,85341,31.881339,-112.81563,332.44,0,29-12-1904,407,Raul Grijalva,Active,BUILDING
VA0318,CRYSTAL SQUARE II,NA,L,11,1550 CRYSTAL DR,ARLINGTON,VA,22202,38.85945,-77.049621,109133,0,04-12-1904,5108,Donald Beyer,Active,BUILDING
UT1428,TWIN RIVERS COMPLEX,NA,L,8,2262 WALL AVENUE,OGDEN,UT,84401,41.22599,-111.978,135206,0,09-11-1904,4901,Blake Moore,Active,BUILDING
ME4211,CUMBERLAND COUNTY PARKING GARA,NA,L,1,188 NEWBURY ST,PORTLAND,ME,4101,43.6594,-70.252771,0,0,15-10-1904,2301,Chellie Pingree,Active,STRUCTURE
MT0573,"PIEGAN POE - HOUSING UNIT #4, RESIDENCE #4",PIEGAN BS,F,8,5023 US HIGHWAY 89 W,BABB,MT,59411,48.99331,-113.384,0,0,20-09-1904,3001,Ryan Zinke,Excess,BUILDING
GA2384,3161 PERIMETER PARK LANE,NA,L,4,3161 PERIMETER PARK LN,VALDOSTA,GA,31602,30.88173,-83.276561,5781,0,26-08-1904,1308,Austin Scott,Active,BUILDING
LA1442,NEUROMEDICAL CENTER,NA,L,7,10101 PARK ROWE AVE,BATON ROUGE,LA,70810,30.380094,-91.094445,11777,0,01-08-1904,2206,Garret Graves,Active,BUILDING
UT1510,1091 NORTH BLUFF,NA,L,8,1091 N BLUFF ST,ST. GEORGE,UT,84770,37.12657,-113.602,7380,0,07-07-1904,4902,Chris Stewart,Active,BUILDING
NY7676,460 WILLIS AVENUE - 460 WILLIS AVENUE AKA. 402 E 146TH STREE,NA,L,2,402 E 146TH ST,BRONX,NY,10455,40.813956,-73.919124,8586,0,12-06-1904,3615,Ritchie Torres,Active,BUILDING
